Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority
1832,CA-2023-101076,2023-09-01,2023-09-07,Standard Class,CS-00097,PR-00189,445.44,3,0.0,174.18,9.21,Medium
1833,CA-2023-101077,2023-09-01,2023-09-08,Standard Class,CS-00078,PR-00038,1741.86,3,0.0,791.81,28.57,Low
1834,CA-2023-101086,2023-09-02,2023-09-05,Second Class,CS-00508,PR-00233,89.64,1,0.3,-5.04,6.39,Critical
1835,CA-2023-101085,2023-09-02,2023-09-02,Same Day,CS-00211,PR-00056,36.47,1,0.0,-4.16,15.37,Low
1836,CA-2023-101084,2023-09-02,2023-09-09,Standard Class,CS-00228,PR-00090,145.84,2,0.2,4.35,6.81,Medium
1837,CA-2023-101084,2023-09-02,2023-09-09,Standard Class,CS-00228,PR-00278,28.44,2,0.0,5.7,2.92,Medium
1838,CA-2023-101083,2023-09-02,2023-09-06,Standard Class,CS-00580,PR-00249,1029.76,2,0.5,-193.91,32.01,Low
1839,CA-2023-101083,2023-09-02,2023-09-06,Standard Class,CS-00580,PR-00068,154.44,1,0.0,31.44,4.73,Low
1840,CA-2023-101082,2023-09-02,2023-09-02,Same Day,CS-00772,PR-00058,472.23,6,0.1,58.64,25.75,Medium
1841,CA-2023-101084,2023-09-02,2023-09-09,Standard Class,CS-00228,PR-00157,1686.93,3,0.1,690.47,43.78,Medium
1842,CA-2023-101090,2023-09-03,2023-09-10,Standard Class,CS-00592,PR-00240,2016.17,7,0.2,637.11,27.01,High
1843,CA-2023-101092,2023-09-03,2023-09-08,Standard Class,CS-00378,PR-00129,238.16,1,0.0,53.3,8.95,Medium
1844,CA-2023-101092,2023-09-03,2023-09-08,Standard Class,CS-00378,PR-00171,675.6,3,0.0,217.7,21.67,Medium
1845,CA-2023-101093,2023-09-03,2023-09-10,Standard Class,CS-00502,PR-00200,2284.84,4,0.0,647.15,28.09,Low
1846,CA-2023-101091,2023-09-03,2023-09-09,Standard Class,CS-00408,PR-00237,43.0,5,0.0,7.42,3.43,High
1847,CA-2023-101089,2023-09-03,2023-09-03,Same Day,CS-00407,PR-00029,331.01,6,0.2,45.74,18.87,Medium
1848,CA-2023-101091,2023-09-03,2023-09-09,Standard Class,CS-00408,PR-00266,451.67,1,0.0,131.94,9.49,High
1849,CA-2023-101089,2023-09-03,2023-09-03,Same Day,CS-00407,PR-00006,194.24,3,0.1,64.04,19.17,Medium
1850,CA-2023-101089,2023-09-03,2023-09-03,Same Day,CS-00407,PR-00042,184.42,1,0.3,28.18,17.99,Medium
1851,CA-2023-101088,2023-09-03,2023-09-05,First Class,CS-00695,PR-00102,154.59,1,0.0,38.63,10.84,High
1852,CA-2023-101087,2023-09-03,2023-09-05,Second Class,CS-00002,PR-00232,199.08,2,0.0,44.36,9.74,Medium
1853,CA-2023-101087,2023-09-03,2023-09-05,Second Class,CS-00002,PR-00213,3112.6,4,0.0,1359.3,40.58,Medium
1854,CA-2023-101087,2023-09-03,2023-09-05,Second Class,CS-00002,PR-00082,1459.1,3,0.2,389.37,30.2,Medium
1855,CA-2023-101089,2023-09-03,2023-09-03,Same Day,CS-00407,PR-00042,263.46,1,0.0,102.98,22.23,Medium
1856,CA-2023-101097,2023-09-04,2023-09-11,Standard Class,CS-00468,PR-00027,188.13,3,0.0,70.25,8.08,Medium
1857,CA-2023-101096,2023-09-04,2023-09-11,Standard Class,CS-00450,PR-00154,976.7,4,0.2,282.69,13.33,Critical
1858,CA-2023-101095,2023-09-04,2023-09-10,Standard Class,CS-00612,PR-00272,38.52,5,0.1,2.78,3.49,Low
1859,CA-2023-101095,2023-09-04,2023-09-10,Standard Class,CS-00612,PR-00182,252.0,3,0.0,110.98,7.46,Low
1860,CA-2023-101095,2023-09-04,2023-09-10,Standard Class,CS-00612,PR-00086,186.9,1,0.1,33.86,5.93,Low
1861,CA-2023-101094,2023-09-04,2023-09-11,Standard Class,CS-00245,PR-00135,1869.97,9,0.3,-198.01,46.94,High
1862,CA-2023-101094,2023-09-04,2023-09-11,Standard Class,CS-00245,PR-00127,188.98,3,0.2,50.78,7.07,High
1863,CA-2023-101094,2023-09-04,2023-09-11,Standard Class,CS-00245,PR-00289,7.48,1,0.0,0.19,2.65,High
1864,CA-2023-101094,2023-09-04,2023-09-11,Standard Class,CS-00245,PR-00127,157.48,2,0.0,62.99,7.07,High
1865,CA-2023-101094,2023-09-04,2023-09-11,Standard Class,CS-00245,PR-00183,325.93,1,0.0,101.84,11.03,High
1866,CA-2023-101098,2023-09-05,2023-09-06,First Class,CS-00769,PR-00006,287.76,4,0.0,127.05,12.67,Low
1867,CA-2023-101099,2023-09-05,2023-09-07,First Class,CS-00040,PR-00043,86.73,1,0.0,19.32,10.41,Low
1868,CA-2023-101100,2023-09-06,2023-09-13,Standard Class,CS-00562,PR-00256,432.52,4,0.0,133.4,14.64,Medium
1869,CA-2023-101100,2023-09-06,2023-09-13,Standard Class,CS-00562,PR-00237,7.74,1,0.1,-1.28,2.59,Medium
1870,CA-2023-101101,2023-09-06,2023-09-07,First Class,CS-00633,PR-00112,380.76,1,0.0,114.15,18.32,Medium
1871,CA-2023-101102,2023-09-06,2023-09-12,Standard Class,CS-00269,PR-00124,36.42,1,0.0,12.71,3.47,High
1872,CA-2023-101103,2023-09-06,2023-09-10,Standard Class,CS-00487,PR-00211,339.92,4,0.0,135.01,10.23,High
1873,CA-2023-101104,2023-09-06,2023-09-10,Second Class,CS-00736,PR-00161,2989.18,6,0.3,-34.19,74.01,Medium
1874,CA-2023-101109,2023-09-07,2023-09-10,Standard Class,CS-00620,PR-00296,1667.58,2,0.0,684.64,41.7,High
1875,CA-2023-101109,2023-09-07,2023-09-10,Standard Class,CS-00620,PR-00287,950.38,1,0.0,328.89,19.18,High
1876,CA-2023-101108,2023-09-07,2023-09-11,Standard Class,CS-00706,PR-00286,39.26,1,0.3,-1.96,3.03,High
1877,CA-2023-101108,2023-09-07,2023-09-11,Standard Class,CS-00706,PR-00271,20.35,1,0.0,3.44,2.99,High
1878,CA-2023-101107,2023-09-07,2023-09-08,First Class,CS-00494,PR-00283,360.71,7,0.0,117.81,15.4,High
1879,CA-2023-101106,2023-09-07,2023-09-14,Standard Class,CS-00600,PR-00204,449.69,3,0.1,167.4,13.25,Medium
1880,CA-2023-101105,2023-09-07,2023-09-10,Second Class,CS-00592,PR-00164,2107.44,4,0.0,533.31,57.49,Medium
1881,CA-2023-101107,2023-09-07,2023-09-08,First Class,CS-00494,PR-00241,755.36,4,0.0,334.26,20.22,High
1882,CA-2023-101110,2023-09-08,2023-09-14,Standard Class,CS-00024,PR-00064,512.68,5,0.2,170.61,7.97,Critical
1883,CA-2023-101111,2023-09-09,2023-09-15,Standard Class,CS-00093,PR-00235,933.23,1,0.0,356.59,25.37,Medium
1884,CA-2023-101112,2023-09-09,2023-09-12,Standard Class,CS-00153,PR-00220,2703.03,3,0.0,1154.92,67.67,High
1885,CA-2023-101113,2023-09-09,2023-09-09,Same Day,CS-00181,PR-00026,71.86,2,0.0,3.2,16.88,Critical
1886,CA-2023-101116,2023-09-10,2023-09-14,Standard Class,CS-00619,PR-00183,651.86,2,0.0,208.52,17.22,Medium
1887,CA-2023-101116,2023-09-10,2023-09-14,Standard Class,CS-00619,PR-00085,99.46,1,0.3,17.39,4.64,Medium
1888,CA-2023-101114,2023-09-10,2023-09-12,First Class,CS-00785,PR-00267,713.9,1,0.1,128.41,15.38,Medium
1889,CA-2023-101114,2023-09-10,2023-09-12,First Class,CS-00785,PR-00111,370.56,4,0.0,161.23,12.77,Medium
1890,CA-2023-101115,2023-09-10,2023-09-17,Standard Class,CS-00251,PR-00127,78.74,1,0.0,30.19,4.84,Medium
1891,CA-2023-101117,2023-09-11,2023-09-13,First Class,CS-00746,PR-00231,834.1,1,0.0,382.88,25.63,Medium
1892,CA-2023-101117,2023-09-11,2023-09-13,First Class,CS-00746,PR-00131,395.2,8,0.0,177.8,15.48,Medium
1893,CA-2023-101118,2023-09-11,2023-09-15,Second Class,CS-00648,PR-00097,2407.04,4,0.2,277.36,69.88,High
1894,CA-2023-101119,2023-09-11,2023-09-17,Standard Class,CS-00755,PR-00300,262.98,3,0.0,76.32,8.46,Medium
1895,CA-2023-101124,2023-09-12,2023-09-16,Standard Class,CS-00461,PR-00126,309.15,3,0.1,119.37,11.1,Critical
1896,CA-2023-101124,2023-09-12,2023-09-16,Standard Class,CS-00461,PR-00178,353.96,1,0.0,124.9,10.69,Critical
1897,CA-2023-101123,2023-09-12,2023-09-16,Second Class,CS-00103,PR-00076,3420.33,3,0.0,1505.59,79.37,Medium
1898,CA-2023-101126,2023-09-12,2023-09-17,Standard Class,CS-00262,PR-00098,383.76,3,0.0,172.43,9.79,High
1899,CA-2023-101127,2023-09-12,2023-09-18,Standard Class,CS-00408,PR-00186,222.3,3,0.0,103.29,6.69,Medium
1900,CA-2023-101125,2023-09-12,2023-09-18,Standard Class,CS-00645,PR-00072,141.5,2,0.2,6.79,5.03,Medium
1901,CA-2023-101123,2023-09-12,2023-09-16,Second Class,CS-00103,PR-00058,87.45,1,0.0,15.82,6.99,Medium
1902,CA-2023-101121,2023-09-12,2023-09-18,Standard Class,CS-00225,PR-00141,4399.67,5,0.3,942.71,79.51,Low
1903,CA-2023-101122,2023-09-12,2023-09-13,First Class,CS-00021,PR-00130,397.98,6,0.0,137.88,13.74,Medium
1904,CA-2023-101121,2023-09-12,2023-09-18,Standard Class,CS-00225,PR-00166,336.02,2,0.0,113.55,8.43,Low
1905,CA-2023-101120,2023-09-12,2023-09-15,Second Class,CS-00118,PR-00145,236.14,2,0.1,73.22,11.58,Medium
1906,CA-2023-101120,2023-09-12,2023-09-15,Second Class,CS-00118,PR-00083,115.56,2,0.1,31.22,6.52,Medium
1907,CA-2023-101120,2023-09-12,2023-09-15,Second Class,CS-00118,PR-00088,428.95,5,0.0,107.28,10.22,Medium
1908,CA-2023-101123,2023-09-12,2023-09-16,Second Class,CS-00103,PR-00039,3519.61,4,0.1,1360.39,70.18,Medium
1909,CA-2023-101128,2023-09-13,2023-09-17,Second Class,CS-00599,PR-00199,2985.65,5,0.0,1431.49,61.11,Low
1910,CA-2023-101129,2023-09-13,2023-09-20,Standard Class,CS-00571,PR-00146,968.78,1,0.1,313.59,26.02,High
1911,CA-2023-101130,2023-09-13,2023-09-19,Standard Class,CS-00486,PR-00255,1131.36,2,0.0,380.36,28.42,Critical
1912,CA-2023-101131,2023-09-14,2023-09-17,Standard Class,CS-00760,PR-00140,329.44,4,0.0,79.53,8.83,Medium
1913,CA-2023-101131,2023-09-14,2023-09-17,Standard Class,CS-00760,PR-00220,901.01,1,0.0,394.9,12.63,Medium
1914,CA-2023-101132,2023-09-14,2023-09-20,Standard Class,CS-00306,PR-00168,74.84,1,0.3,-4.47,3.87,High
1915,CA-2023-101133,2023-09-14,2023-09-15,First Class,CS-00129,PR-00086,415.34,2,0.0,108.76,12.36,Low
1916,CA-2023-101134,2023-09-14,2023-09-17,Standard Class,CS-00228,PR-00230,2856.33,3,0.1,893.08,58.49,High
1917,CA-2023-101138,2023-09-15,2023-09-20,Standard Class,CS-00008,PR-00031,117.14,2,0.0,30.04,4.1,High
1918,CA-2023-101137,2023-09-15,2023-09-16,First Class,CS-00638,PR-00260,74.39,3,0.5,-22.27,9.21,Medium
1919,CA-2023-101139,2023-09-15,2023-09-17,First Class,CS-00140,PR-00285,154.12,1,0.0,62.2,11.94,Medium
1920,CA-2023-101135,2023-09-15,2023-09-16,First Class,CS-00110,PR-00243,600.34,3,0.1,118.5,19.57,Low
1921,CA-2023-101136,2023-09-15,2023-09-17,Second Class,CS-00194,PR-00096,4.78,1,0.0,-3.51,5.12,High
1922,CA-2023-101144,2023-09-16,2023-09-18,First Class,CS-00495,PR-00121,878.29,2,0.1,104.67,25.08,Low
1923,CA-2023-101143,2023-09-16,2023-09-21,Standard Class,CS-00109,PR-00218,148.82,6,0.1,25.5,6.5,High
1924,CA-2023-101141,2023-09-16,2023-09-23,Standard Class,CS-00103,PR-00285,1078.84,7,0.0,496.02,22.96,Medium
1925,CA-2023-101143,2023-09-16,2023-09-21,Standard Class,CS-00109,PR-00214,449.5,1,0.0,163.07,8.78,High
1926,CA-2023-101142,2023-09-16,2023-09-22,Standard Class,CS-00349,PR-00114,374.24,5,0.2,71.83,7.61,Low
1927,CA-2023-101142,2023-09-16,2023-09-22,Standard Class,CS-00349,PR-00117,297.03,3,0.0,100.46,6.52,Low
1928,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00061,532.12,3,0.3,92.06,11.36,Low
1929,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00006,215.82,3,0.0,96.42,8.37,Low
1930,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00077,39.87,1,0.2,9.25,3.69,Low
1931,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00211,76.48,1,0.1,23.73,4.08,Low
1932,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00049,229.25,3,0.2,34.01,8.28,Low
1933,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00198,87.35,1,0.1,13.49,4.93,Low
1934,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00249,720.83,1,0.3,106.15,18.85,Low
1935,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00170,851.44,3,0.3,32.89,12.78,Low
1936,CA-2023-101140,2023-09-16,2023-09-20,Standard Class,CS-00491,PR-00294,8.5,1,0.2,0.27,2.7,Low
1937,CA-2023-101150,2023-09-17,2023-09-20,Standard Class,CS-00417,PR-00025,964.52,1,0.0,375.52,30.42,Critical
1938,CA-2023-101150,2023-09-17,2023-09-20,Standard Class,CS-00417,PR-00231,1668.2,2,0.0,781.27,35.75,Critical
1939,CA-2023-101149,2023-09-17,2023-09-24,Standard Class,CS-00219,PR-00211,203.95,3,0.2,51.47,6.47,Medium
1940,CA-2023-101148,2023-09-17,2023-09-20,Second Class,CS-00199,PR-00099,835.62,2,0.0,310.6,27.32,Low
1941,CA-2023-101148,2023-09-17,2023-09-20,Second Class,CS-00199,PR-00255,2545.56,5,0.1,679.75,59.36,Low
1942,CA-2023-101148,2023-09-17,2023-09-20,Second Class,CS-00199,PR-00020,317.6,1,0.0,64.94,14.18,Low
1943,CA-2023-101150,2023-09-17,2023-09-20,Standard Class,CS-00417,PR-00210,52.6,1,0.1,10.11,3.65,Critical
1944,CA-2023-101148,2023-09-17,2023-09-20,Second Class,CS-00199,PR-00147,421.88,4,0.0,174.3,14.9,Low
1945,CA-2023-101147,2023-09-17,2023-09-21,Standard Class,CS-00363,PR-00213,2334.45,3,0.0,1007.86,42.05,High
1946,CA-2023-101146,2023-09-17,2023-09-20,Standard Class,CS-00580,PR-00017,450.75,5,0.0,151.07,9.83,Critical
1947,CA-2023-101145,2023-09-17,2023-09-17,Same Day,CS-00738,PR-00300,87.66,1,0.0,11.57,16.69,Medium
1948,CA-2023-101145,2023-09-17,2023-09-17,Same Day,CS-00738,PR-00006,71.94,1,0.0,18.78,16.15,Medium
1949,CA-2023-101148,2023-09-17,2023-09-20,Second Class,CS-00199,PR-00104,336.93,1,0.1,103.8,10.11,Low
1950,CA-2023-101151,2023-09-18,2023-09-21,Standard Class,CS-00588,PR-00082,486.37,1,0.2,129.35,10.51,Medium
1951,CA-2023-101152,2023-09-18,2023-09-22,Standard Class,CS-00215,PR-00285,308.24,2,0.0,141.31,6.97,Medium
1952,CA-2023-101152,2023-09-18,2023-09-22,Standard Class,CS-00215,PR-00001,2543.07,3,0.0,1125.86,30.97,Medium
1953,CA-2023-101155,2023-09-19,2023-09-20,First Class,CS-00125,PR-00113,422.26,6,0.2,120.06,20.62,High
1954,CA-2023-101155,2023-09-19,2023-09-20,First Class,CS-00125,PR-00188,397.48,1,0.0,130.89,15.75,High
1955,CA-2023-101154,2023-09-19,2023-09-22,Second Class,CS-00609,PR-00173,835.4,4,0.0,204.39,15.81,Medium
1956,CA-2023-101153,2023-09-19,2023-09-23,Standard Class,CS-00124,PR-00002,139.64,1,0.0,58.0,6.12,Low
1957,CA-2023-101155,2023-09-19,2023-09-20,First Class,CS-00125,PR-00089,1444.44,4,0.0,541.94,32.62,High
1958,CA-2023-101160,2023-09-20,2023-09-25,Standard Class,CS-00066,PR-00147,379.69,4,0.1,133.38,13.63,Critical
1959,CA-2023-101156,2023-09-20,2023-09-24,Standard Class,CS-00408,PR-00099,835.62,2,0.0,310.42,27.5,High
1960,CA-2023-101157,2023-09-20,2023-09-25,Standard Class,CS-00749,PR-00294,21.26,2,0.0,7.47,2.73,Medium
1961,CA-2023-101157,2023-09-20,2023-09-25,Standard Class,CS-00749,PR-00084,1405.89,3,0.0,485.44,33.65,Medium
1962,CA-2023-101158,2023-09-20,2023-09-26,Standard Class,CS-00081,PR-00290,108.76,2,0.1,38.66,4.18,Medium
1963,CA-2023-101159,2023-09-20,2023-09-24,Standard Class,CS-00008,PR-00073,18.92,4,0.0,3.13,2.95,Medium
1964,CA-2023-101166,2023-09-21,2023-09-27,Standard Class,CS-00475,PR-00205,163.12,2,0.1,27.38,4.22,Medium
1965,CA-2023-101166,2023-09-21,2023-09-27,Standard Class,CS-00475,PR-00095,1385.26,3,0.3,84.58,16.77,Medium
1966,CA-2023-101166,2023-09-21,2023-09-27,Standard Class,CS-00475,PR-00216,2032.88,6,0.1,316.21,49.99,Medium
1967,CA-2023-101166,2023-09-21,2023-09-27,Standard Class,CS-00475,PR-00063,234.46,2,0.0,56.45,7.39,Medium
1968,CA-2023-101165,2023-09-21,2023-09-23,First Class,CS-00596,PR-00092,950.88,2,0.0,351.58,24.38,Low
1969,CA-2023-101165,2023-09-21,2023-09-23,First Class,CS-00596,PR-00129,238.16,1,0.0,50.99,11.26,Low
1970,CA-2023-101164,2023-09-21,2023-09-28,Standard Class,CS-00158,PR-00153,585.55,3,0.1,114.8,9.11,Critical
1971,CA-2023-101163,2023-09-21,2023-09-25,Standard Class,CS-00180,PR-00218,82.68,3,0.0,20.5,3.77,High
1972,CA-2023-101162,2023-09-21,2023-09-28,Standard Class,CS-00189,PR-00183,1629.65,5,0.0,529.89,34.46,High
1973,CA-2023-101161,2023-09-21,2023-09-22,First Class,CS-00768,PR-00129,238.16,1,0.0,51.73,10.52,Low
1974,CA-2023-101173,2023-09-22,2023-09-24,First Class,CS-00483,PR-00274,87.26,2,0.0,18.54,9.5,Low
1975,CA-2023-101172,2023-09-22,2023-09-29,Standard Class,CS-00576,PR-00075,392.4,4,0.0,160.84,10.0,Medium
1976,CA-2023-101172,2023-09-22,2023-09-29,Standard Class,CS-00576,PR-00279,57.13,2,0.3,-0.77,3.34,Medium
1977,CA-2023-101171,2023-09-22,2023-09-29,Standard Class,CS-00633,PR-00207,1901.5,3,0.1,384.85,57.09,Medium
1978,CA-2023-101171,2023-09-22,2023-09-29,Standard Class,CS-00633,PR-00268,4837.28,5,0.1,1906.03,144.35,Medium
1979,CA-2023-101170,2023-09-22,2023-09-27,Standard Class,CS-00187,PR-00259,818.52,2,0.0,296.43,11.67,Medium
1980,CA-2023-101169,2023-09-22,2023-09-26,Standard Class,CS-00026,PR-00030,380.91,3,0.0,156.15,12.66,Medium
1981,CA-2023-101168,2023-09-22,2023-09-28,Standard Class,CS-00358,PR-00175,1556.96,3,0.1,373.71,39.5,Medium
1982,CA-2023-101168,2023-09-22,2023-09-28,Standard Class,CS-00358,PR-00029,275.84,4,0.0,88.87,9.37,Medium
1983,CA-2023-101168,2023-09-22,2023-09-28,Standard Class,CS-00358,PR-00036,1635.68,4,0.0,598.64,48.52,Medium
1984,CA-2023-101167,2023-09-22,2023-09-23,First Class,CS-00096,PR-00111,185.28,2,0.0,75.27,11.73,High
1985,CA-2023-101170,2023-09-22,2023-09-27,Standard Class,CS-00187,PR-00297,739.06,7,0.0,297.46,10.89,Medium
1986,CA-2023-101177,2023-09-23,2023-09-24,First Class,CS-00548,PR-00236,227.95,3,0.2,0.89,11.57,Low
1987,CA-2023-101178,2023-09-23,2023-09-26,Standard Class,CS-00363,PR-00045,1477.53,2,0.1,499.08,34.73,High
1988,CA-2023-101178,2023-09-23,2023-09-26,Standard Class,CS-00363,PR-00162,100.37,1,0.0,28.59,4.89,High
1989,CA-2023-101178,2023-09-23,2023-09-26,Standard Class,CS-00363,PR-00014,2633.62,2,0.0,1234.34,31.02,High
1990,CA-2023-101176,2023-09-23,2023-09-24,First Class,CS-00187,PR-00272,8.56,1,0.0,-6.05,8.16,Medium
1991,CA-2023-101175,2023-09-23,2023-09-28,Standard Class,CS-00162,PR-00063,234.46,2,0.0,55.76,8.08,High
1992,CA-2023-101175,2023-09-23,2023-09-28,Standard Class,CS-00162,PR-00010,250.8,2,0.0,89.79,9.39,High
1993,CA-2023-101175,2023-09-23,2023-09-28,Standard Class,CS-00162,PR-00279,40.81,1,0.0,9.98,3.55,High
1994,CA-2023-101174,2023-09-23,2023-09-26,Standard Class,CS-00504,PR-00082,607.96,1,0.0,252.0,9.45,Medium
1995,CA-2023-101176,2023-09-23,2023-09-24,First Class,CS-00187,PR-00213,2334.45,3,0.0,991.4,58.51,Medium
1996,CA-2023-101179,2023-09-24,2023-09-28,Second Class,CS-00630,PR-00205,90.62,1,0.0,17.53,7.33,Medium
1997,CA-2023-101180,2023-09-24,2023-10-01,Standard Class,CS-00417,PR-00084,937.26,2,0.0,332.2,13.86,Medium
1998,CA-2023-101182,2023-09-25,2023-09-27,First Class,CS-00635,PR-00030,507.88,4,0.0,209.09,15.99,Medium
1999,CA-2023-101181,2023-09-25,2023-09-28,Second Class,CS-00394,PR-00051,472.2,2,0.0,202.82,13.68,High
2000,CA-2023-101181,2023-09-25,2023-09-28,Second Class,CS-00394,PR-00240,720.06,4,0.5,-73.83,21.29,High
2001,CA-2023-101183,2023-09-25,2023-10-02,Standard Class,CS-00627,PR-00037,378.66,3,0.0,165.06,12.96,High
2002,CA-2023-101183,2023-09-25,2023-10-02,Standard Class,CS-00627,PR-00053,204.48,4,0.1,57.83,5.97,High
2003,CA-2023-101183,2023-09-25,2023-10-02,Standard Class,CS-00627,PR-00049,133.73,2,0.3,3.95,5.14,High
2004,CA-2023-101188,2023-09-26,2023-10-02,Standard Class,CS-00644,PR-00020,857.52,3,0.1,119.98,22.1,Medium
2005,CA-2023-101188,2023-09-26,2023-10-02,Standard Class,CS-00644,PR-00018,46.44,1,0.2,0.72,3.24,Medium
2006,CA-2023-101189,2023-09-26,2023-09-28,First Class,CS-00340,PR-00131,98.8,2,0.0,37.64,10.68,Low
2007,CA-2023-101189,2023-09-26,2023-09-28,First Class,CS-00340,PR-00111,74.11,1,0.2,16.01,8.96,Low
2008,CA-2023-101187,2023-09-26,2023-09-28,Second Class,CS-00415,PR-00020,1715.04,6,0.1,259.78,24.38,Critical
2009,CA-2023-101190,2023-09-26,2023-10-01,Standard Class,CS-00124,PR-00136,1251.68,2,0.0,369.6,30.82,Medium
2010,CA-2023-101185,2023-09-26,2023-09-29,Standard Class,CS-00725,PR-00012,131.58,1,0.1,41.46,4.48,High
2011,CA-2023-101184,2023-09-26,2023-09-29,Second Class,CS-00087,PR-00034,670.18,1,0.5,-53.22,17.79,High
2012,CA-2023-101184,2023-09-26,2023-09-29,Second Class,CS-00087,PR-00219,1144.29,3,0.0,416.86,34.37,High
2013,CA-2023-101184,2023-09-26,2023-09-29,Second Class,CS-00087,PR-00047,2374.2,5,0.0,783.91,42.39,High
2014,CA-2023-101186,2023-09-26,2023-09-29,Standard Class,CS-00082,PR-00255,395.98,1,0.3,24.7,9.99,Medium
2015,CA-2023-101196,2023-09-27,2023-10-02,Standard Class,CS-00438,PR-00222,3.78,1,0.0,-1.43,2.6,Critical
2016,CA-2023-101196,2023-09-27,2023-10-02,Standard Class,CS-00438,PR-00297,105.58,1,0.0,39.1,4.95,Critical
2017,CA-2023-101195,2023-09-27,2023-10-04,Standard Class,CS-00362,PR-00204,149.9,1,0.1,53.4,6.82,Low
2018,CA-2023-101194,2023-09-27,2023-10-04,Standard Class,CS-00181,PR-00124,36.42,1,0.0,13.27,2.91,Medium
2019,CA-2023-101194,2023-09-27,2023-10-04,Standard Class,CS-00181,PR-00209,27.72,4,0.0,9.87,3.09,Medium
2020,CA-2023-101193,2023-09-27,2023-10-01,Standard Class,CS-00261,PR-00247,529.41,1,0.3,-51.03,12.15,Medium
2021,CA-2023-101192,2023-09-27,2023-10-02,Standard Class,CS-00644,PR-00144,24.0,4,0.0,7.87,3.05,High
2022,CA-2023-101191,2023-09-27,2023-10-03,Standard Class,CS-00419,PR-00173,417.7,4,0.5,-209.31,11.81,Medium
2023,CA-2023-101191,2023-09-27,2023-10-03,Standard Class,CS-00419,PR-00072,176.88,2,0.0,39.97,7.23,Medium
2024,CA-2023-101205,2023-09-28,2023-10-03,Standard Class,CS-00358,PR-00039,977.67,1,0.0,441.67,13.74,Medium
2025,CA-2023-101205,2023-09-28,2023-10-03,Standard Class,CS-00358,PR-00132,1906.86,6,0.0,788.75,50.59,Medium
2026,CA-2023-101203,2023-09-28,2023-09-29,First Class,CS-00022,PR-00069,294.76,3,0.1,38.93,14.84,Medium
2027,CA-2023-101203,2023-09-28,2023-09-29,First Class,CS-00022,PR-00199,1194.26,2,0.0,567.19,29.85,Medium
2028,CA-2023-101202,2023-09-28,2023-10-02,Second Class,CS-00336,PR-00224,44.06,3,0.2,3.76,6.04,High
2029,CA-2023-101201,2023-09-28,2023-10-04,Standard Class,CS-00167,PR-00152,348.72,3,0.2,89.48,9.04,Low
2030,CA-2023-101204,2023-09-28,2023-10-05,Standard Class,CS-00269,PR-00040,63.49,1,0.2,10.05,3.86,High
2031,CA-2023-101200,2023-09-28,2023-09-30,First Class,CS-00660,PR-00265,2562.95,5,0.0,828.48,40.67,High
2032,CA-2023-101199,2023-09-28,2023-10-03,Standard Class,CS-00073,PR-00271,101.75,5,0.0,28.08,4.07,Medium
2033,CA-2023-101198,2023-09-28,2023-10-01,Second Class,CS-00081,PR-00244,308.34,3,0.0,103.03,11.93,High
2034,CA-2023-101198,2023-09-28,2023-10-01,Second Class,CS-00081,PR-00177,671.2,1,0.1,175.27,23.02,High
2035,CA-2023-101197,2023-09-28,2023-10-02,Standard Class,CS-00616,PR-00222,6.8,2,0.1,-1.02,2.6,Low
2036,CA-2023-101201,2023-09-28,2023-10-04,Standard Class,CS-00167,PR-00106,277.0,4,0.0,57.12,9.32,Low
2037,CA-2023-101210,2023-09-29,2023-10-02,Standard Class,CS-00700,PR-00115,352.08,3,0.0,95.54,12.46,Low
2038,CA-2023-101209,2023-09-29,2023-10-06,Standard Class,CS-00164,PR-00063,117.23,1,0.0,26.46,5.46,Medium
2039,CA-2023-101209,2023-09-29,2023-10-06,Standard Class,CS-00164,PR-00171,675.6,3,0.0,223.25,16.12,Medium
2040,CA-2023-101209,2023-09-29,2023-10-06,Standard Class,CS-00164,PR-00163,2466.79,6,0.3,387.51,32.98,Medium
2041,CA-2023-101209,2023-09-29,2023-10-06,Standard Class,CS-00164,PR-00167,1034.82,6,0.0,379.83,21.09,Medium
2042,CA-2023-101208,2023-09-29,2023-10-06,Standard Class,CS-00278,PR-00242,22.74,1,0.1,1.56,3.1,Medium
2043,CA-2023-101208,2023-09-29,2023-10-06,Standard Class,CS-00278,PR-00089,361.11,1,0.0,136.9,6.74,Medium
2044,CA-2023-101207,2023-09-29,2023-10-02,Standard Class,CS-00154,PR-00131,172.9,5,0.3,39.43,7.27,Critical
